Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2020 JIF
SOCIAL WORK RESEARCH,SOCIAL WORK RESEARCH,1070-5309,1545-6838,SOCIAL WORK - SSCI(Q3),1.383,1.383
AQUATIC MAMMALS,AQUATIC MAMMALS,0167-5427,N/A,ZOOLOGY - SCIE(Q2); MARINE & FRESHWATER BIOLOGY - SCIE(Q3),1.195,1.382
COMPUTER AIDED GEOMETRIC DESIGN,COMPUTER AIDED GEOMETRIC DESIGN,0167-8396,1879-2332,"MATHEMATICS, APPLIED - SCIE(Q3); COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q4)",1.132,1.382
INTERNATIONAL JOURNAL OF PARALLEL PROGRAMMING,INTERNATIONAL JOURNAL OF PARALLEL PROGRAMMING,0885-7458,1573-7640,"COMPUTER SCIENCE, THEORY & METHODS - SCIE(Q3)",1.309,1.382
Journal of Behavioral and Experimental Economics,Journal of Behavioral and Experimental Economics,2214-8043,2214-8051,ECONOMICS - SSCI(Q3),1.29,1.382
Journal of Mining and Metallurgy Section B-Metallurgy,Journal of Mining and Metallurgy Section B-Metallurgy,1450-5339,2217-7175,METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q3),1.157,1.382
BIOCHEMICAL SYSTEMATICS AND ECOLOGY,BIOCHEMICAL SYSTEMATICS AND ECOLOGY,0305-1978,1873-2925,EVOLUTIONARY BIOLOGY - SCIE(Q4); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q4); ECOLOGY - SCIE(Q4),1.228,1.381
ELECTROCHEMISTRY,ELECTROCHEMISTRY,1344-3542,2186-2451,ELECTROCHEMISTRY - SCIE(Q4),1.262,1.381
INTERNATIONAL JOURNAL OF MODERN PHYSICS A,INTERNATIONAL JOURNAL OF MODERN PHYSICS A,0217-751X,1793-656X,"PHYSICS, NUCLEAR - SCIE(Q3); PHYSICS, PARTICLES & FIELDS - SCIE(Q4)",1.246,1.381
NUCLEAR SCIENCE AND ENGINEERING,NUCLEAR SCIENCE AND ENGINEERING,0029-5639,1943-748X,NUCLEAR SCIENCE & TECHNOLOGY - SCIE(Q3),1.11,1.381
NUCLEOSIDES NUCLEOTIDES & NUCLEIC ACIDS,NUCLEOSIDES NUCLEOTIDES & NUCLEIC ACIDS,1525-7770,1532-2335,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q4),1.219,1.381
ARCHIVES OF MECHANICS,ARCHIVES OF MECHANICS,0373-2029,0373-2029,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING - SCIE(Q4); MECHANICS - SCIE(Q4)",1.32,1.38
CANADIAN JOURNAL OF CIVIL ENGINEERING,CANADIAN JOURNAL OF CIVIL ENGINEERING,0315-1468,1208-6029,"ENGINEERING, CIVIL - SCIE(Q4)",1.322,1.38
ARCHAEOLOGY IN OCEANIA,ARCHAEOLOGY IN OCEANIA,0728-4896,1834-4453,ARCHAEOLOGY - AHCI(N/A); ANTHROPOLOGY - SSCI(Q3),1.207,1.379
GENEVA PAPERS ON RISK AND INSURANCE-ISSUES AND PRACTICE,GENEVA PAPERS ON RISK AND INSURANCE-ISSUES AND PRACTICE,1018-5895,1468-0440,"BUSINESS, FINANCE - SSCI(Q4)",1.0,1.379
NUKLEARMEDIZIN-NUCLEAR MEDICINE,NUKLEARMEDIZIN-NUCLEAR MEDICINE,0029-5566,2567-6407,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q3)",1.172,1.379
WETLANDS ECOLOGY AND MANAGEMENT,WETLANDS ECOLOGY AND MANAGEMENT,0923-4861,1572-9834,WATER RESOURCES - SCIE(Q3); ENVIRONMENTAL SCIENCES - SCIE(Q4),1.303,1.379
JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,1068-5502,2327-8285,ECONOMICS - SSCI(Q3); AGRICULTURAL ECONOMICS & POLICY - SCIE(Q4),1.328,1.377
JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,1068-5502,2327-8285,ECONOMICS - SSCI(Q3); AGRICULTURAL ECONOMICS & POLICY - SCIE(Q4),1.328,1.377
JOURNAL OF SOCIAL WORK EDUCATION,JOURNAL OF SOCIAL WORK EDUCATION,1043-7797,2163-5811,SOCIAL WORK - SSCI(Q3); EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q3),1.21,1.377
NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS,0168-583X,1872-9584,"NUCLEAR SCIENCE & TECHNOLOGY - SCIE(Q3); INSTRUMENTS & INSTRUMENTATION - SCIE(Q4); PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE(Q4); PHYSICS, NUCLEAR - SCIE(Q4)",1.133,1.377
SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,0037-5497,1741-3133,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q3); COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q4)",1.295,1.377
Iranian Journal of Science and Technology-Transactions of Electrical Engineering,Iranian Journal of Science and Technology-Transactions of Electrical Engineering,2228-6179,2364-1827,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q3)",1.212,1.376
Iranian Journal of Veterinary Research,Iranian Journal of Veterinary Research,1728-1997,N/A,VETERINARY SCIENCES - SCIE(Q3),1.333,1.376
Legal Medicine,Legal Medicine,1344-6223,N/A,"MEDICINE, LEGAL - SCIE(Q3)",1.26,1.376
AGRICULTURAL AND FOOD SCIENCE,AGRICULTURAL AND FOOD SCIENCE,1459-6067,1795-1895,"AGRICULTURE, MULTIDISCIPLINARY - SCIE(Q3); FOOD SCIENCE & TECHNOLOGY - SCIE(Q4)",1.354,1.375
Autex Research Journal,Autex Research Journal,1470-9589,2300-0929,"MATERIALS SCIENCE, TEXTILES - SCIE(Q2)",1.271,1.375
Computational Methods in Applied Mathematics,Computational Methods in Applied Mathematics,1609-4840,1609-9389,"MATHEMATICS, APPLIED - SCIE(Q2)",1.295,1.375
Journal of Gemmology,Journal of Gemmology,1355-4565,2632-1718,MINERALOGY - SCIE(Q4),0.688,1.375
Journal of Personnel Psychology,Journal of Personnel Psychology,1866-5888,2190-5150,"PSYCHOLOGY, APPLIED - SSCI(Q4)",1.275,1.375
MOLECULAR BIOLOGY,MOLECULAR BIOLOGY,0026-8933,1608-3245,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q4),1.298,1.374
Revista Portuguesa de Cardiologia,Revista Portuguesa de Cardiologia,0870-2551,0304-4750,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q4),1.078,1.374
Health Care for Women International,Health Care for Women International,0739-9332,1096-4665,"WOMENS STUDIES - SSCI(Q3); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q4)",1.196,1.373
INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,0218-0014,1793-6381,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q4)",1.151,1.373
Journal of Environmental Engineering and Landscape Management,Journal of Environmental Engineering and Landscape Management,1648-6897,1822-4199,ENVIRONMENTAL SCIENCES - SCIE(Q4),1.373,1.373
Journal of Global Information Management,Journal of Global Information Management,1062-7375,1533-7995,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI(Q2),1.12,1.373
Space and Culture,Space and Culture,1206-3312,1552-8308,CULTURAL STUDIES - AHCI(N/A); CULTURAL STUDIES - SSCI(Q3); GEOGRAPHY - SSCI(Q4),1.119,1.373
European Journal of Taxonomy,European Journal of Taxonomy,N/A,2118-9773,ZOOLOGY - SCIE(Q3); ENTOMOLOGY - SCIE(Q3); PLANT SCIENCES - SCIE(Q3),1.179,1.372
INTERNATIONAL INTERACTIONS,INTERNATIONAL INTERACTIONS,0305-0629,1547-7444,INTERNATIONAL RELATIONS - SSCI(Q3),1.267,1.372
JOURNAL OF DYNAMIC SYSTEMS MEASUREMENT AND CONTROL-TRANSACTIONS OF THE ASME,JOURNAL OF DYNAMIC SYSTEMS MEASUREMENT AND CONTROL-TRANSACTIONS OF THE ASME,0022-0434,1528-9028,INSTRUMENTS & INSTRUMENTATION - SCIE(Q3); AUTOMATION & CONTROL SYSTEMS - SCIE(Q4),1.302,1.372
JOURNAL OF NEAR INFRARED SPECTROSCOPY,JOURNAL OF NEAR INFRARED SPECTROSCOPY,0967-0335,1751-6552,"CHEMISTRY, APPLIED - SCIE(Q3); SPECTROSCOPY - SCIE(Q3)",1.295,1.372
Korean Journal of Orthodontics,Korean Journal of Orthodontics,2234-7518,2005-372X,"DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q4)",1.233,1.372
ZEITSCHRIFT FUR RHEUMATOLOGIE,ZEITSCHRIFT FUR RHEUMATOLOGIE,0340-1855,1435-1250,RHEUMATOLOGY - SCIE(Q4),0.952,1.372
European Journal of Industrial Engineering,European Journal of Industrial Engineering,1751-5254,1751-5262,"OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE(Q4); ENGINEERING, INDUSTRIAL - SCIE(Q4)",1.21,1.371
IET Information Security,IET Information Security,1751-8709,1751-8717,"COMPUTER SCIENCE, THEORY & METHODS - SCIE(Q3); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q4)",1.329,1.371
JOURNAL OF RADIOANALYTICAL AND NUCLEAR CHEMISTRY,JOURNAL OF RADIOANALYTICAL AND NUCLEAR CHEMISTRY,0236-5731,1588-2780,"NUCLEAR SCIENCE & TECHNOLOGY - SCIE(Q2); CHEMISTRY, INORGANIC & NUCLEAR - SCIE(Q3); CHEMISTRY, ANALYTICAL - SCIE(Q4)",1.032,1.371
Journal of Earth System Science,Journal of Earth System Science,2347-4327,0973-774X,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q3)",1.289,1.371
African Journal of Emergency Medicine,African Journal of Emergency Medicine,2211-419X,2211-4203,EMERGENCY MEDICINE - SCIE(Q4),1.185,1.37
Journal of Language Identity and Education,Journal of Language Identity and Education,1534-8458,1532-7701,LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS - SSCI(Q2); EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q3),1.241,1.37
Transfer-European Review of Labour and Research,Transfer-European Review of Labour and Research,1024-2589,1996-7284,INDUSTRIAL RELATIONS & LABOR - SSCI(Q3),1.261,1.37
Australasian Psychiatry,Australasian Psychiatry,1039-8562,1440-1665,PSYCHIATRY - SSCI(Q4); PSYCHIATRY - SCIE(Q4),1.129,1.369
Australasian Psychiatry,Australasian Psychiatry,1039-8562,1440-1665,PSYCHIATRY - SSCI(Q4); PSYCHIATRY - SCIE(Q4),1.129,1.369
CANADIAN JOURNAL OF EARTH SCIENCES,CANADIAN JOURNAL OF EARTH SCIENCES,0008-4077,1480-3313,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q4)",1.285,1.369
EURASIAN SOIL SCIENCE,EURASIAN SOIL SCIENCE,1064-2293,1556-195X,SOIL SCIENCE - SCIE(Q4),0.729,1.369
CLINICAL NEUROPATHOLOGY,CLINICAL NEUROPATHOLOGY,0722-5091,0722-5091,PATHOLOGY - SCIE(Q4); CLINICAL NEUROLOGY - SCIE(Q4),1.368,1.368
Cryptography and Communications-Discrete-Structures Boolean Functions and Sequences,Cryptography and Communications-Discrete-Structures Boolean Functions and Sequences,1936-2447,1936-2455,"MATHEMATICS, APPLIED - SCIE(Q2); COMPUTER SCIENCE, THEORY & METHODS - SCIE(Q3)",1.156,1.367
German Journal of Human Resource Management-Zeitschrift fur Personalforschung,German Journal of Human Resource Management-Zeitschrift fur Personalforschung,2397-0022,2397-0030,"PSYCHOLOGY, APPLIED - SSCI(Q3); MANAGEMENT - SSCI(Q3)",1.3,1.367
JOURNAL OF POLYMER ENGINEERING,JOURNAL OF POLYMER ENGINEERING,0334-6447,2191-0340,POLYMER SCIENCE - SCIE(Q4),1.271,1.367
HETEROATOM CHEMISTRY,HETEROATOM CHEMISTRY,1042-7163,1098-1071,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q4)",1.366,1.366
INTERNATIONAL JOURNAL OF CLINICAL PHARMACOLOGY AND THERAPEUTICS,INTERNATIONAL JOURNAL OF CLINICAL PHARMACOLOGY AND THERAPEUTICS,0946-1965,0946-1965,PHARMACOLOGY & PHARMACY - SCIE(Q4),1.281,1.366
JOURNAL OF TIME SERIES ANALYSIS,JOURNAL OF TIME SERIES ANALYSIS,0143-9782,1467-9892,"STATISTICS & PROBABILITY - SCIE(Q3); MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE(Q4)",1.237,1.366
LASER PHYSICS,LASER PHYSICS,1054-660X,1555-6611,"OPTICS - SCIE(Q4); PHYSICS, APPLIED - SCIE(Q4)",1.198,1.366
Plant Ecology and Evolution,Plant Ecology and Evolution,2032-3913,2032-3921,PLANT SCIENCES - SCIE(Q3),1.268,1.366
Trabajos de Prehistoria,Trabajos de Prehistoria,0082-5638,1988-3218,ARCHAEOLOGY - AHCI(N/A); ANTHROPOLOGY - SSCI(Q3),1.098,1.366
British Journal of Learning Disabilities,British Journal of Learning Disabilities,1354-4187,1468-3156,"EDUCATION, SPECIAL - SSCI(Q4)",1.238,1.365
JOURNAL OF BIOLOGICAL PHYSICS,JOURNAL OF BIOLOGICAL PHYSICS,0092-0606,1573-0689,BIOPHYSICS - SCIE(Q4),1.365,1.365
ACSMS HEALTH & FITNESS JOURNAL,ACSMS HEALTH & FITNESS JOURNAL,1091-5397,1536-593X,SPORT SCIENCES - SCIE(Q4),1.167,1.364
OSTRICH,OSTRICH,0030-6525,1727-947X,ORNITHOLOGY - SCIE(Q3),0.831,1.364
Quarterly Journal of Engineering Geology and Hydrogeology,Quarterly Journal of Engineering Geology and Hydrogeology,1470-9236,2041-4803,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q4); ENGINEERING, GEOLOGICAL - SCIE(Q4)",1.193,1.364
FOREST PATHOLOGY,FOREST PATHOLOGY,1437-4781,1439-0329,FORESTRY - SCIE(Q3),1.234,1.363
IET Software,IET Software,1751-8806,1751-8814,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q4)",1.239,1.363
VETERINARY RADIOLOGY & ULTRASOUND,VETERINARY RADIOLOGY & ULTRASOUND,1058-8183,1740-8261,VETERINARY SCIENCES - SCIE(Q3),1.106,1.363
ANNALS OF GEOPHYSICS,ANNALS OF GEOPHYSICS,1593-5213,2037-416X,GEOCHEMISTRY & GEOPHYSICS - SCIE(Q4),1.312,1.362
FEW-BODY SYSTEMS,FEW-BODY SYSTEMS,0177-7963,1432-5411,"PHYSICS, MULTIDISCIPLINARY - SCIE(Q3)",1.222,1.362
JAPANESE JOURNAL OF INFECTIOUS DISEASES,JAPANESE JOURNAL OF INFECTIOUS DISEASES,1344-6304,1884-2836,INFECTIOUS DISEASES - SCIE(Q4),1.308,1.362
JOURNAL OF BRYOLOGY,JOURNAL OF BRYOLOGY,0373-6687,1743-2820,PLANT SCIENCES - SCIE(Q3),0.819,1.361
Periodica Polytechnica-Civil Engineering,Periodica Polytechnica-Civil Engineering,0553-6626,N/A,"ENGINEERING, CIVIL - SCIE(Q4)",1.07,1.361
REVIEWS IN MATHEMATICAL PHYSICS,REVIEWS IN MATHEMATICAL PHYSICS,0129-055X,1793-6659,"PHYSICS, MATHEMATICAL - SCIE(Q3)",1.289,1.361
GRANA,GRANA,0017-3134,1651-2049,PLANT SCIENCES - SCIE(Q4),1.047,1.359
INTERNATIONAL JOURNAL OF STD & AIDS,INTERNATIONAL JOURNAL OF STD & AIDS,0956-4624,1758-1052,INFECTIOUS DISEASES - SCIE(Q4); IMMUNOLOGY - SCIE(Q4),1.253,1.359
International Journal of Fruit Science,International Journal of Fruit Science,1553-8362,1553-8621,HORTICULTURE - SCIE(Q2),1.094,1.359
Revista Espanola de Medicina Nuclear e Imagen Molecular,Revista Espanola de Medicina Nuclear e Imagen Molecular,2253-654X,N/A,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q4)",1.185,1.359
Language Resources and Evaluation,Language Resources and Evaluation,1574-020X,1574-0218,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q4)",1.284,1.358
VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY,VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY,0932-0814,2567-6911,VETERINARY SCIENCES - SCIE(Q3); ZOOLOGY - SCIE(Q3),1.082,1.358
BIOLOGICAL AGRICULTURE & HORTICULTURE,BIOLOGICAL AGRICULTURE & HORTICULTURE,0144-8765,2165-0616,HORTICULTURE - SCIE(Q2); AGRONOMY - SCIE(Q3),1.262,1.357
STANFORD JOURNAL OF INTERNATIONAL LAW,STANFORD JOURNAL OF INTERNATIONAL LAW,0731-5082,N/A,INTERNATIONAL RELATIONS - SSCI(Q4); LAW - SSCI(Q4),1.357,1.357
SAGE Open,SAGE Open,2158-2440,2158-2440,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI(Q2)",1.243,1.356
EXPERIMENTAL PSYCHOLOGY,EXPERIMENTAL PSYCHOLOGY,1618-3169,2190-5142,"PSYCHOLOGY, EXPERIMENTAL - SSCI(Q4)",1.145,1.355
JOURNAL OF CONTINUING EDUCATION IN THE HEALTH PROFESSIONS,JOURNAL OF CONTINUING EDUCATION IN THE HEALTH PROFESSIONS,0894-1912,1554-558X,"EDUCATION, SCIENTIFIC DISCIPLINES - SCIE(Q3); HEALTH CARE SCIENCES & SERVICES - SCIE(Q4)",1.132,1.355
JOURNAL OF OFFSHORE MECHANICS AND ARCTIC ENGINEERING-TRANSACTIONS OF THE ASME,JOURNAL OF OFFSHORE MECHANICS AND ARCTIC ENGINEERING-TRANSACTIONS OF THE ASME,0892-7219,1528-896X,"ENGINEERING, MECHANICAL - SCIE(Q3); ENGINEERING, OCEAN - SCIE(Q3)",1.249,1.355
Journal of Contemporary European Studies,Journal of Contemporary European Studies,1478-2804,1478-2790,AREA STUDIES - SSCI(Q2); INTERNATIONAL RELATIONS - SSCI(Q4); POLITICAL SCIENCE - SSCI(Q4),1.145,1.355
Jove-Journal of Visualized Experiments,Jove-Journal of Visualized Experiments,1940-087X,N/A,MULTIDISCIPLINARY SCIENCES - SCIE(Q3),1.309,1.355
Archives of Iranian Medicine,Archives of Iranian Medicine,1029-2977,1735-3947,"MEDICINE, GENERAL & INTERNAL - SCIE(Q2)",1.297,1.354
Child Abuse Review,Child Abuse Review,0952-9136,1099-0852,SOCIAL WORK - SSCI(Q2); FAMILY STUDIES - SSCI(Q2),1.154,1.354
JANAC-JOURNAL OF THE ASSOCIATION OF NURSES IN AIDS CARE,JANAC-JOURNAL OF THE ASSOCIATION OF NURSES IN AIDS CARE,1055-3290,1552-6917,NURSING - SCIE(Q3); NURSING - SSCI(Q3),1.292,1.354
JANAC-JOURNAL OF THE ASSOCIATION OF NURSES IN AIDS CARE,JANAC-JOURNAL OF THE ASSOCIATION OF NURSES IN AIDS CARE,1055-3290,1552-6917,NURSING - SCIE(Q3); NURSING - SSCI(Q3),1.292,1.354
COMPUTATIONAL COMPLEXITY,COMPUTATIONAL COMPLEXITY,1016-3328,1420-8954,"MATHEMATICS - SCIE(Q3); COMPUTER SCIENCE, THEORY & METHODS - SCIE(Q4)",1.294,1.353
JOURNAL OF REGULATORY ECONOMICS,JOURNAL OF REGULATORY ECONOMICS,0922-680X,1573-0468,ECONOMICS - SSCI(Q3),1.235,1.353
RESOURCE GEOLOGY,RESOURCE GEOLOGY,1344-1698,1751-3928,MINERALOGY - SCIE(Q3); GEOLOGY - SCIE(Q3),1.196,1.353
Industrial Robot-The International Journal of Robotics Research and Application,Industrial Robot-The International Journal of Robotics Research and Application,0143-991X,1758-5791,"ENGINEERING, INDUSTRIAL - SCIE(Q4); ROBOTICS - SCIE(Q4)",1.073,1.352
Journal of Bioethical Inquiry,Journal of Bioethical Inquiry,1176-7529,1872-4353,"ETHICS - SSCI(Q2); MEDICAL ETHICS - SCIE(Q3); SOCIAL ISSUES - SSCI(Q3); SOCIAL SCIENCES, BIOMEDICAL - SSCI(Q3)",1.286,1.352
Journal of Bioethical Inquiry,Journal of Bioethical Inquiry,1176-7529,1872-4353,"ETHICS - SSCI(Q2); MEDICAL ETHICS - SCIE(Q3); SOCIAL ISSUES - SSCI(Q3); SOCIAL SCIENCES, BIOMEDICAL - SSCI(Q3)",1.286,1.352
CROATIAN MEDICAL JOURNAL,CROATIAN MEDICAL JOURNAL,0353-9504,1332-8166,"MEDICINE, GENERAL & INTERNAL - SCIE(Q3)",1.255,1.351
Frontiers of Mathematics in China,Frontiers of Mathematics in China,1673-3452,1673-3576,MATHEMATICS - SCIE(Q3),1.25,1.351
SCANDINAVIAN POLITICAL STUDIES,SCANDINAVIAN POLITICAL STUDIES,0080-6757,1467-9477,POLITICAL SCIENCE - SSCI(Q4),1.297,1.351
BIOLOGIA,BIOLOGIA,0006-3088,1336-9563,BIOLOGY - SCIE(Q3),1.235,1.35
GEOLOGICAL QUARTERLY,GEOLOGICAL QUARTERLY,1641-7291,2082-5099,GEOLOGY - SCIE(Q2),1.231,1.35
International Journal of Steel Structures,International Journal of Steel Structures,1598-2351,2093-6311,"ENGINEERING, CIVIL - SCIE(Q4); CONSTRUCTION & BUILDING TECHNOLOGY - SCIE(Q4)",1.189,1.35
COMMUNITY DENTAL HEALTH,COMMUNITY DENTAL HEALTH,0265-539X,0265-539X,"DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q4)",1.217,1.349
INTERNATIONAL SOCIAL WORK,INTERNATIONAL SOCIAL WORK,0020-8728,1461-7234,SOCIAL WORK - SSCI(Q2),1.198,1.349
KLINISCHE PADIATRIE,KLINISCHE PADIATRIE,0300-8630,1439-3824,PEDIATRICS - SCIE(Q4),1.333,1.349
Language Acquisition,Language Acquisition,1048-9223,1532-7817,LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS - SSCI(Q2),1.186,1.349
Pediatric Allergy Immunology and Pulmonology,Pediatric Allergy Immunology and Pulmonology,2151-321X,2151-3228,RESPIRATORY SYSTEM - SCIE(Q4); PEDIATRICS - SCIE(Q4); IMMUNOLOGY - SCIE(Q4); ALLERGY - SCIE(Q4),1.333,1.349
DISCRETE DYNAMICS IN NATURE AND SOCIETY,DISCRETE DYNAMICS IN NATURE AND SOCIETY,1026-0226,1607-887X,"MULTIDISCIPLINARY SCIENCES - SCIE(Q3); MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE(Q3)",1.182,1.348
JOURNAL OF CONSCIOUSNESS STUDIES,JOURNAL OF CONSCIOUSNESS STUDIES,1355-8250,N/A,"PHILOSOPHY - AHCI(N/A); SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI(Q3)",0.904,1.348
JOURNAL OF MOLLUSCAN STUDIES,JOURNAL OF MOLLUSCAN STUDIES,0260-1230,1464-3766,ZOOLOGY - SCIE(Q2); MARINE & FRESHWATER BIOLOGY - SCIE(Q3),1.292,1.348
Journal of Signal Processing Systems for Signal Image and Video Technology,Journal of Signal Processing Systems for Signal Image and Video Technology,1939-8018,1939-8115,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q3); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q4)",1.281,1.348
New Zealand Geographer,N/A,0028-8144,N/A,N/A,1.087,1.348
Carpathian Journal of Earth and Environmental Sciences,Carpathian Journal of Earth and Environmental Sciences,1842-4090,1844-489X,ENVIRONMENTAL SCIENCES - SCIE(Q4),0.96,1.347
ETRI JOURNAL,ETRI JOURNAL,1225-6463,2233-7326,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q3); TELECOMMUNICATIONS - SCIE(Q4)",1.238,1.347
MINERVA CARDIOANGIOLOGICA,N/A,0026-4725,N/A,N/A,1.137,1.347
AUSTRALIAN ECONOMIC PAPERS,AUSTRALIAN ECONOMIC PAPERS,0004-900X,1467-8454,ECONOMICS - SSCI(Q3),1.192,1.346
CLINICAL LINGUISTICS & PHONETICS,CLINICAL LINGUISTICS & PHONETICS,0269-9206,1464-5076,LINGUISTICS - SSCI(Q2); REHABILITATION - SSCI(Q4); REHABILITATION - SCIE(Q4); AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY - SCIE(Q4),0.9,1.346
CLINICAL LINGUISTICS & PHONETICS,CLINICAL LINGUISTICS & PHONETICS,0269-9206,1464-5076,LINGUISTICS - SSCI(Q2); REHABILITATION - SSCI(Q4); REHABILITATION - SCIE(Q4); AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY - SCIE(Q4),0.9,1.346
Canadian Journal of Urology,Canadian Journal of Urology,1195-9479,N/A,UROLOGY & NEPHROLOGY - SCIE(Q4),1.336,1.344
JOURNAL OF POLITICAL IDEOLOGIES,JOURNAL OF POLITICAL IDEOLOGIES,1356-9317,1469-9613,POLITICAL SCIENCE - SSCI(Q3),1.25,1.344
PROCESS SAFETY PROGRESS,PROCESS SAFETY PROGRESS,1066-8527,1547-5913,"ENGINEERING, CHEMICAL - SCIE(Q4)",1.04,1.344
Forum of Mathematics Sigma,Forum of Mathematics Sigma,N/A,2050-5094,"MATHEMATICS - SCIE(Q1); MATHEMATICS, APPLIED - SCIE(Q2)",1.314,1.343
MATHEMATICAL METHODS OF OPERATIONS RESEARCH,MATHEMATICAL METHODS OF OPERATIONS RESEARCH,1432-2994,1432-5217,"MATHEMATICS, APPLIED - SCIE(Q3); OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE(Q4)",1.271,1.343
PHYSICS AND CHEMISTRY OF MINERALS,PHYSICS AND CHEMISTRY OF MINERALS,0342-1791,1432-2021,"MINERALOGY - SCIE(Q3); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q4)",1.232,1.342
KOREAN JOURNAL OF PARASITOLOGY,KOREAN JOURNAL OF PARASITOLOGY,0023-4001,1738-0006,PARASITOLOGY - SCIE(Q3),1.173,1.341
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-GEOTECHNICAL ENGINEERING,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-GEOTECHNICAL ENGINEERING,1353-2618,1751-8563,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q3); ENGINEERING, GEOLOGICAL - SCIE(Q4)",1.25,1.341
INTERNATIONAL TAX AND PUBLIC FINANCE,INTERNATIONAL TAX AND PUBLIC FINANCE,0927-5940,1573-6970,ECONOMICS - SSCI(Q4),1.138,1.34
JOURNAL OF SOCIOLINGUISTICS,JOURNAL OF SOCIOLINGUISTICS,1360-6441,1467-9841,LINGUISTICS - SSCI(Q2),1.191,1.34
COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING,COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING,1386-2073,1875-5402,"CHEMISTRY, APPLIED - SCIE(Q3); PHARMACOLOGY & PHARMACY - SCIE(Q4); BIOCHEMICAL RESEARCH METHODS - SCIE(Q4)",1.255,1.339
