DOI,Título,Autores,Año,Citas,Revista
10.1080/095281300454829,Abstraction and composition: a verification method for co-operating systems,Peter OchsenschlÄger and JÜrgen Repp and Roland Rieke,2000,15,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/095281300146344,A study of a dynamic progressive reasoning system,Abdel-Illah Mouaddib,2000,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130110063092,Cognitive task analysis: a proposal to model reactive behaviours,Ana Lilia Laureano-Cruces and Fernando De Arriaga-Gómez and María García-Alegre Sánchez,2001,8,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/095281300454856,Towards dependable development tools for embedded systems: a case study in software verification,Uwe Petermann,2000,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1737245,Linear quadratic optimal control problem with fuzzy variables via neural network,Sohrab Effati and Amin Mansoori and Mohammad Eshaghnezhad,2021,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1020575,Dynamic multi-robot team reconfiguration using weighted voting games,Prithviraj Dasgupta and Ke Cheng,2016,8,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130110067142,Some experimental evidence on the performance of GA-designed neural networks,James V. Hansen and James B. McDonald,2001,6,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2013.813973,Trust-based access control for collaborative systems,Punam Bedi and Harmeet Kaur and Bhavna Gupta,2014,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2012.695442,Special issues on Epistemology of Modelling and Simulation II,Patrick Grim,2012,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.993509,20th RCRA International workshop on “Experimental evaluation of algorithms for solving problems with combinatorial explosion”,Toni Mancini and Marco Maratea and Francesco Ricca,2015,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1721570,Performance analysis of localisation strategy for island model genetic algorithm in population diversity preservation,Alfian Akbar Gozali and Shigeru Fujimura,2020,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130802319227,Peirce's abduction and cognition as we know it,Guy C. Van Orden,2008,7,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2035826,Utopia constrained multi objective optimisation evolutionary algorithm,P. R. Varshini and S. Baskar and S. Tamil Selvi,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1960637,Understanding the intent behind sharing misinformation on social media,Basant Agarwal and Ajay Agarwal and Priyanka Harjule and Azizur Rahman,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2012.715685,Learning linear non-Gaussian networks: A new view from matrix identification,Dingcheng Feng and Feng Chen and Wenli Xu,2013,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2012.715683,A new classifier ensemble methodology based on subspace learning,Hamid Parvin and Hamid Alinejad-Rokny and Behrouz Minaei-Bidgoli and Sajad Parvin,2013,33,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.954276,A short note on rough set over dual-universes,Ruixia Yan and Zhong Wu and Qiuying Han,2018,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130110063128,Inference of causal structure using the unobservable,Benoit Desjardins,2001,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1518998,Modification of the Wu-Mendel approach for linguistic summarization,Vuqar Mirzakhanov and Latafat Gardashova,2019,9,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1132261,Control of an automated mobile manipulator using artificial immune system,B.B.V.L. Deepak and Dayal R. Parhi,2016,28,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2012.660991,Computing higher order exclusion relations in propositional planning,Ioannis Refanidis and Ilias Sakellariou,2013,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1132273,Taking the fifth amendment in Turing’s imitation game,Kevin Warwick and Huma Shah,2017,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130500283915,The implications of advances in research on motivation for cognitive models,Arthur B. Markman and W. Todd Maddox and Grant C. Baldwin,2005,13,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130902723708,A case-based approach to dialogue systems,Karolina Eliasson,2010,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1544203,A mathematical analysis of improved EigenAnt algorithm,Genwang Gou and Yongxin Zhao and Qin Li and Qiwen Xu,2019,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2011.653101,"What humans can't do: a review of Derek Partridge,The Seductive Computerby Derek Partridge",Chris Fields,2012,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2010.502313,A bottom-up complement to the logic-based top-down approach to the story arrangement test,Nate Chapin and Boleslaw Szymanski and Selmer Bringsjord and Bettina Schimanski,2011,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130902846673,When to apply the fifth commandment: the effects of parenting on genetic and learning agents,Michael Berger and Jeffrey S. Rosenschein,2010,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1430863,Chaotic shuffled frog leaping algorithms for parameter identification of fractional-order chaotic systems,Morteza Alinia Ahandani and Hamed Kharrati,2018,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2023.2178516,The future of endoscopy – what are the thoughts on artificial intelligence?,S. Nazarian and H.F Koo and E. Carrington and A. Darzi and N. Patel,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2093405,A Deep Learning Modified Neural Network(DLMNN) based proficient sentiment analysis technique on Twitter data,Neelakandan S and D. Paulraj and P. Ezhumalai and M. Prakash,2022,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130500283642,An efficient LP-based admissible heuristic for cost-based abduction,Ashraf M. Abdelbar * and Mohamed Hefny,2005,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130500127948,"Book review ofWhere mathematics comes from: how the embodied mind brings mathematics into Beingedited by G. Lakoff and R. Nuñez, Basic Books, 2000, pp. 493.",Ernest Davis,2005,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130110112303,Why do we talk to ourselves?,Chris Fields,2002,18,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1908429,Deep asset allocation for trend following investing,Saejoon Kim and Hyuksoo Kim,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1924867,A fuzzy logic-based method for designing an urban transport network using a shark smell optimisation algorithm,Habibeh Nazif,2022,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2010.502314,Psychometric artificial intelligence,Selmer Bringsjord,2011,26,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2012.656328,A reactive and hybrid constraint solver,Eric Monfroy and Carlos Castro and Broderick Crawford and Ricardo Soto and Fernando Paredes and Christian Figueroa,2013,23,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1467494,A fuzzy overlay model for mapping adverse event risk in an active war theatre,Erman Çakıt and Waldemar Karwowski,2018,5,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2023.2165715,Majority re-sampling via sub-class clustering for imbalanced datasets,Shih-Wen Ke and Chih-Fong Tsai and Yi-Ying Pan and Wei-Chao Lin,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2023.2165725,Mean-square exponential input-to-state stability of stochastic fuzzy delayed Cohen-Grossberg neural networks,Wentao Wang,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130121269,Evaluating success in autonomous multi-robot teams: experiences from ALLIANCE architecture implementations,Lynne E. Parker,2001,16,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1132269,A novel symbiotic organisms search algorithm for congestion management in deregulated environment,Sumit Verma and Subhodip Saha and V. Mukherjee,2017,16,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.954278,Modified self-organising maps with a new topology and initialisation algorithm,Ehsan Mohebi and Adil Bagirov,2015,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2012.741624,How humans solve the frame problem,Chris Fields,2013,11,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1430860,Normative and descriptive rationality: from nature to artifice and back,T. R. Besold and S. L. Uckelman,2018,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2120087,A new fitness function in genetic programming for classification of imbalanced data,Arvind Kumar,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1467496,Ensemble one-vs-all learning technique with emphatic &amp; rehearsal training for phishing email classification using psychology,Chiranjib Sur,2018,7,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1948921,Neural network-based multi-view enhanced multi-learner active learning: theory and experiments,Seyed Reza Shahamiri,2022,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2153276,Artiﬁcial intelligence methods to support the research of destination image in tourism. A systematic review,Angel Diaz-Pacheco and Miguel Á. Álvarez-Carmona and Rafael Guerrero-Rodríguez and Luz Angélica Ceballos Chávez and Ansel Y. Rodríguez-González and Juan Pablo Ramírez-Silva and Ramón Aranda,2022,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1509894,A hierarchical stochastic modelling approach for reconstructing lung tumour geometry from 2D CT images,Parnian Afshar and Abbas Ahmadi and Azadeh Mohebi and M.H. Fazel Zarandi,2018,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2062458,A novel machine learning approach for rice yield estimation,Surabhi Lingwal and Komal Kumar Bhatia and Manjeet Singh,2022,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2104385,Classifying random variables based on support vector machine and a neural network scheme,Amir Feizi and Alireza Nazemi,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1928299,Raising the Bar for Theories of Categorisation and Concept Learning: The Need to Resolve Five Basic Paradigmatic Tensions,Ronaldo Vigo and Jay Wimsatt and Charles A. Doan and Derek E. Zeigler,2022,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2012.680214,DF-LDA tree: a nonlinear multilevel classifier for pattern recognition,Sanjeev Kumar and Asha Rani,2013,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130512331315855,"Action rules discovery: systemDEAR2, method and experiments",Li-Shiang Tsay * and Zbigniew W. Raś,2005,44,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130310001611603,Structuring global responses of local filters using lateral connections,Emilio Corchado and Ying Han and Colin Fyfe,2003,46,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1456791,"Computing the Shapley value in allocation problems: approximations and bounds, with an application to the Italian VQR research assessment program",Francesco Lupia and Angelo Mendicelli and Andrea Ribichini and Francesco Scarcello and Marco Schaerf,2018,5,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130010029820,MEXICA: A computer model of a cognitive account of creative writing,Rafael PÉrez Ý PÉrez and Mike Sharples,2001,90,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2125588,Feature selection based on ACO and knowledge graph for Arabic text classification,Mohamed Atef Mosa,2022,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
